total_edges,6924035
0,0
1,87528
2,88463
3,94493
4,94920
5,95447
6,95721
7,95722
8,95964
9,98287
10,98351
11,98485
12,99130
13,99159
14,99184
15,99477
16,99568
17,100787
18,100884
19,100971
20,101030
21,101030
22,101509
23,101511
24,101810
25,101890
26,102802
27,102807
28,103493
29,103586
30,104037
31,104049
32,104051
33,104051
34,104392
35,104392
36,104393
37,104447
38,104451
39,104688
40,104690
41,104698
42,104926
43,104950
44,104957
45,104997
46,105093
47,105093
48,105133
49,105185
50,105185
51,105233
52,105412
53,105463
54,105484
55,105541
56,105553
57,105553
58,105555
59,105636
60,105636
61,105636
62,105636
63,105642
64,105644
65,105650
66,105662
67,105668
68,105735
69,105818
70,105818
71,105818
72,106127
73,106139
74,106142
75,106182
76,106202
77,106293
78,106973
79,107029
80,107091
81,107125
82,107125
83,107134
84,107138
85,107169
86,107255
87,107255
88,107329
89,107612
90,107625
91,107752
92,107938
93,107941
94,107948
95,107970
96,107988
97,107999
98,107999
99,108010
100,108016
101,108016
102,108020
103,108020
104,108025
105,108025
106,108031
107,108336
108,108376
109,108378
110,108383
111,108383
112,108383
113,108384
114,108384
115,108384
116,108384
117,108385
118,108392
119,108398
120,108398
121,108681
122,108683
123,108683
124,108683
125,108694
126,108695
127,108712
128,108712
129,108724
130,108724
131,108726
132,108729
133,108952
134,108957
135,108957
136,108957
137,108957
138,109207
139,109207
140,109209
141,109216
142,109216
143,109216
144,109662
145,109722
146,109819
147,109819
148,109851
149,109932
150,109932
151,109948
152,109980
153,109982
154,109987
155,109987
156,110023
157,110030
158,110030
159,110030
160,110200
161,110200
162,110200
163,110200
164,110200
165,110200
166,110203
167,110203
168,110208
169,110208
170,110208
171,110226
172,110232
173,111019
174,111020
175,111020
176,111020
177,111072
178,111100
179,111100
180,111100
181,111102
182,111103
183,111107
184,111107
185,111107
186,111107
187,111107
188,111107
189,111107
190,111107
191,111107
192,111107
193,111107
194,111123
195,111126
196,111144
197,111147
198,111267
199,111267
200,111267
201,111269
202,111270
