total_edges,3062117
0,0
1,224164
2,233778
3,251225
4,264698
5,267410
6,271749
7,274230
8,280830
9,282477
10,284582
11,290417
12,290736
13,290916
14,291495
15,291980
16,293948
17,295076
18,297912
19,298580
20,298715
21,299425
22,300096
23,300451
24,300847
25,301313
26,302047
27,302334
28,302739
29,303168
30,303758
31,303827
32,304236
33,304310
34,304396
35,304771
36,305067
37,305337
38,305631
39,306193
40,306416
41,307133
42,307560
43,307957
44,308200
45,308537
46,308739
47,308879
48,309007
49,309036
50,309108
51,309270
52,310029
53,310227
54,310721
55,311102
56,314337
57,314653
58,314706
59,315081
60,315386
61,315982
62,316504
63,316584
64,316905
65,316921
66,317073
67,317095
68,317149
69,317521
70,317797
71,318428
72,318462
73,318467
74,318602
75,318770
76,318800
77,318811
78,318829
79,318877
80,318900
81,319081
82,319087
83,319142
84,319205
85,319271
86,319375
87,319477
88,319506
89,319620
90,319685
91,319761
92,319864
93,319886
94,319891
95,319936
96,320100
97,320155
98,320209
99,320390
100,320523
101,320700
102,320800
103,320968
104,321049
105,321284
106,321620
107,321625
108,321934
109,321946
110,321982
111,321997
112,322134
113,322220
114,322261
115,322282
116,322294
117,322300
118,322340
119,322342
120,322359
121,322369
122,322378
123,322441
124,322461
125,322529
126,322724
127,322785
128,323147
129,323411
130,323528
131,323604
132,323708
133,323819
134,323965
135,323978
136,324213
137,324220
138,324266
139,324331
140,324378
141,324399
142,324446
143,324598
144,324723
145,324738
146,324867
147,324907
148,325012
149,325015
150,325054
151,325114
152,325120
153,325180
154,325185
155,325392
156,325393
157,325425
158,325481
159,325514
160,325724
161,325812
162,325874
163,325894
164,325922
165,325943
166,326028
167,326121
168,326477
169,326636
170,326714
171,326744
172,327008
173,327047
174,327081
175,327108
176,327161
177,327259
178,327321
179,327365
180,327370
181,327383
182,327398
183,327406
184,327412
185,327487
186,327540
187,327575
188,327578
189,327579
190,327581
191,327584
192,327659
193,327698
194,327921
195,329460
196,329522
197,329534
198,329569
199,329593
200,329630
201,329927
202,330141
203,330153
204,330165
205,330193
206,330222
207,330225
208,330225
209,330665
210,330742
211,330766
212,330851
213,330886
214,330922
215,330943
216,330956
217,330977
218,331043
219,331126
220,331196
221,331230
222,331286
223,331359
224,332009
225,332569
226,332623
227,332665
228,332710
229,332758
230,332799
231,333143
232,333210
233,333300
234,333396
235,333497
236,333547
237,333588
238,333594
239,333597
240,333662
241,333678
242,333685
243,333755
244,333994
245,333997
246,334003
247,334026
248,334035
249,334049
250,334063
251,334396
252,334409
253,334438
254,334448
255,334721
256,334752
257,334757
258,334800
259,334854
260,334859
261,334859
262,334893
263,334894
264,335003
265,335107
266,335138
267,335148
268,335236
269,335247
270,335259
271,335264
272,335271
273,335275
274,335275
275,335278
276,335306
277,335360
278,335679
279,335701
280,335788
281,335839
282,335844
283,335854
284,335867
285,335940
286,335943
287,335959
288,335965
289,335967
290,335995
291,335999
292,336009
293,336027
294,336074
295,336107
296,336128
297,336129
298,336179
299,336194
300,336228
301,336254
302,336255
303,336255
304,336255
305,336283
306,336308
307,336336
308,336369
309,336374
310,336426
311,337151
312,337330
313,337448
314,337932
315,337961
316,338000
317,338001
318,338030
319,338050
320,338121
321,338131
322,338133
323,338134
324,338152
325,338153
326,338176
327,338187
328,338212
329,338295
330,338299
331,338355
332,338365
333,338455
334,338460
335,338518
336,338561
337,338561
338,338577
339,338596
340,338636
341,338636
342,338667
343,338668
344,338673
345,338723
346,338794
347,338806
348,338825
349,338960
350,338981
351,339075
352,339078
353,339078
354,339079
355,339087
356,339111
357,339128
358,339152
359,339157
360,339213
361,339225
362,339226
363,339286
364,339288
365,339302
366,339342
367,339346
368,339390
369,339400
370,339409
371,339412
372,339412
373,339460
374,339463
375,339478
376,339490
377,339566
378,339596
379,339599
380,339600
381,339669
382,339762
383,339773
384,339813
385,339813
386,339813
387,339814
388,339818
389,339818
390,339821
391,339836
392,339837
393,339838
394,339876
395,339887
396,339897
397,339925
398,339945
399,339945
