total_edges,6924035
0,0
1,74527
2,76816
3,78017
4,78487
5,78489
6,83996
7,84821
8,84866
9,85059
10,85062
11,85112
12,85231
13,85234
14,85471
15,85522
16,85719
17,85830
18,85833
19,86027
20,86147
21,86207
22,86311
23,86316
24,86354
25,86906
26,87027
27,87033
28,87043
29,87091
30,89626
31,89628
32,89659
33,89664
34,89679
35,89705
36,89705
37,89760
38,89770
39,89770
40,89782
41,89786
42,89795
43,89823
44,89849
45,89849
46,89912
47,89935
48,90102
49,90102
50,90110
51,90110
52,90131
53,90133
54,90149
55,90154
56,90154
57,90194
58,90285
59,90401
60,90434
61,90492
62,90524
63,90526
64,90624
65,90624
66,90624
67,90624
68,90624
69,90631
70,90633
71,90876
72,90876
73,90889
74,90966
75,90984
76,90991
77,90996
78,90997
79,90997
80,90997
81,90997
82,90998
83,90998
84,91022
85,91022
86,91023
87,91024
88,91026
89,91026
90,91026
91,91026
92,91026
93,91026
94,91029
95,91053
96,91053
97,91053
98,91059
99,91059
100,91098
101,91113
102,91116
103,91116
104,91116
105,91135
106,91135
107,91135
108,91142
109,91142
110,91142
111,91602
112,91633
113,91633
114,91689
115,91689
116,91738
117,91741
118,91773
119,91777
120,91779
121,91779
122,91786
123,91786
124,91787
125,91790
126,91790
127,91871
128,91871
129,91872
130,92152
131,92152
132,92152
133,92152
134,92152
135,92155
136,92155
137,92155
138,92158
139,92179
140,92180
141,92180
142,92180
143,92181
144,92181
145,92181
146,92181
147,92187
148,92188
149,92188
150,92188
151,92228
152,92229
153,92229
154,92233
155,92233
156,92233
157,92234
158,92249
159,92250
160,92269
161,92273
162,92283
163,92287
164,92288
165,92343
166,92343
167,92359
168,92360
169,92361
170,92383
171,92384
172,92384
173,92384
174,92384
175,92384
176,92384
177,92385
178,92401
179,92401
180,92583
181,92583
182,92596
183,92597
184,92597
185,92597
186,92609
187,92610
188,92612
189,92612
190,92612
191,92612
192,92613
193,92626
194,92626
195,92948
196,92948
197,92948
198,92948
199,92955
200,92956
201,92956
202,92964
